id	familyName	givenName	birth_date	birth_place	death_date	death_place
http://ldf.fi/nbf/p1930	Schybergson	Magnus Gottfrid	1851-11-26	Turku	1925-12-06	Helsinki
http://ldf.fi/nbf/p10192	Carlström	Alfred	1851-12-12	Kristiinankaupunki	1910-08-26	Kristiinankaupunki
http://ldf.fi/nbf/p2071	Sucksdorff	Wilhelm	1851-12-24	Loviisa	1934-03-20	Helsinki
http://ldf.fi/nbf/p4177	Koskimies	Kaarlo	1851-12-27	Pihlajavesi	1918-08-01	Sääksmäki
http://ldf.fi/nbf/p2554	Borodkin	Mihail Mihailovitsh	1852-01-01		1919-01-01	
http://ldf.fi/nbf/p2221	Fagerlund	Lars Wilhelm	1852-01-01	Turku	1939-01-01	Helsinki
http://ldf.fi/nbf/p30860	Ingman	Wilhelm	1852-01-05	Lapua	1934-12-06	Lapväärtti
http://ldf.fi/nbf/p1415	Gripenberg	Alexis	1852-01-17	Hamina	1927-03-10	Helsinki
http://ldf.fi/nbf/p376	Kivekäs	Lauri	1852-01-21	Alavus	1893-03-26	Helsinki
http://ldf.fi/nbf/p20129	Grenqvist	Christian Gustaf	1852-01-28	Pietari	1904-08-15	Viipuri
http://ldf.fi/nbf/p10219	Lallukka	Juho	1852-02-03	Räisälä	1913-12-01	Viipuri
http://ldf.fi/nbf/p4342	Lallukka	Juho	1852-02-03	Räisälä	1913-12-01	Viipuri
http://ldf.fi/nbf/p31012	Karilas	Niilo	1852-02-11	Saloinen	1911-07-01	Loppi
http://ldf.fi/nbf/p31191	Kuitunen	Hiskias	1852-03-14	Mikkeli	1900-02-23	Ristiina
http://ldf.fi/nbf/p30508	Helin	August Edvard	1852-03-17	Tampere	1922-05-22	Piikkiö
http://ldf.fi/nbf/p30657	Holmström	Anders	1852-04-03	Kuhmonniemi	1911-08-30	Ylitornio
http://ldf.fi/nbf/p30663	Holmström	Josef	1852-04-03	Kuhmonniemi	1917-02-10	Kitee
http://ldf.fi/nbf/p2051	Äyräpää	Matti	1852-04-11	Liperi	1928-10-15	Helsinki
http://ldf.fi/nbf/p2029	Engdahl-Jägerskiöld	Emma	1852-04-26	Pietari	1930-06-13	Helsinki
http://ldf.fi/nbf/p5692	Thilén	Ada	1852-05-10	Kuopio	1933-06-14	Helsinki
http://ldf.fi/nbf/p5526	Stigell	Robert	1852-05-14	Viapori	1907-12-01	Helsinki
http://ldf.fi/nbf/p31216	Kyander	Ernesti Kustaa	1852-05-25	Kajaani	1925-02-23	Pielisjärvi
http://ldf.fi/nbf/p2061	Sievers	Richard	1852-06-21	Helsinki	1931-11-09	Helsinki
http://ldf.fi/nbf/p2625	Ruhlov	Sergei	1852-06-24		1918-01-01	
http://ldf.fi/nbf/p30690	Hotinen	Johan	1852-06-24	Mäntyharju	1925-11-18	Kankaanpää
http://ldf.fi/nbf/p2022	Forstén	Filip	1852-07-06	Nurmijärvi	1932-09-18	Viipuri
http://ldf.fi/nbf/p30926	Juslén	Gustaf Basilius	1852-07-13	Petäjävesi	1924-09-27	Kangasniemi
http://ldf.fi/nbf/p20179	Krogerus	Carl Reinhold	1852-07-15	Loviisa	1926-03-15	Helsinki
http://ldf.fi/nbf/p2132	Trygg-Helenius	Alli	1852-07-16	Raisio	1926-12-02	Helsinki
http://ldf.fi/nbf/p2738	Tschetschulin	Maria	1852-07-31	Helsinki	1917-09-19	Helsinki
http://ldf.fi/nbf/p10235	Klingendahl	Fabian	1852-08-05	Pori	1937-09-16	Helsinki
http://ldf.fi/nbf/p4200	Klingendahl	Fabian	1852-08-05	Pori	1937-09-16	Helsinki
http://ldf.fi/nbf/p10201	Bruncrona	Karl Wilhelm	1852-08-14	Tenhola	1928-02-01	Tenhola
http://ldf.fi/nbf/p20299	Schulman	Carl Fredrik	1852-09-04	Hamina	1903-09-27	Helsinki
http://ldf.fi/nbf/p5215	Rindell	Arthur	1852-10-01	Turku	1936-01-21	Turku
http://ldf.fi/nbf/p911	Genetz	Emil	1852-10-24	Impilahti	1930-05-01	Helsinki
http://ldf.fi/nbf/p4395	Langenskiöld	Gustaf	1852-11-06	Pietari	1931-06-13	Helsinki
http://ldf.fi/nbf/p1121	Gripenberg	Lennart	1852-11-15	Oulu	1933-09-14	Helsinki
http://ldf.fi/nbf/p30469	Heikkinen	Antti	1852-11-27	Nilsiä	1905-05-12	Liperi
http://ldf.fi/nbf/p5151	Ramstedt	Maria	1852-11-28	Pietari	1915-07-01	Helsinki
http://ldf.fi/nbf/p30525	Hellman	Johan Fredrik	1852-12-07	Uusikaupunki	1925-02-04	Naantali
http://ldf.fi/nbf/p30971	Kajanus	Herman	1852-12-24	Helsinki	1913-05-13	Wiesbaden
http://ldf.fi/nbf/p10213	Sagulin	Valdemar	1852-12-30	Somero	1915-02-14	Somero
http://ldf.fi/nbf/p3458	Dippell	Wilhelm	1853-01-01	Viipuri	1906-11-09	Viipuri
http://ldf.fi/nbf/p30916	Junnelius	Gustaf	1853-01-04	Oulu	1911-11-22	Alatornio
http://ldf.fi/nbf/p30577	Hildén	Karl August	1853-01-06	Akaa	1924-12-12	Helsinki
http://ldf.fi/nbf/p10289	Lundqvist	Mathias	1853-01-13	Lemland	1926-06-02	Vårdö
http://ldf.fi/nbf/p4510	Lundqvist	Mathias	1853-01-13	Lemland	1926-06-02	Vårdö
http://ldf.fi/nbf/p31178	Krohn	Karl Gustaf	1853-01-30	Kokkola	1901-11-11	Kaustinen
http://ldf.fi/nbf/p3031	Asp	Isa	1853-02-04	Utajärvi	1872-11-12	Jyväskylä
http://ldf.fi/nbf/p30062	Fontell	Karl Oskar	1853-02-26	Geta	1930-05-17	Espoo
http://ldf.fi/nbf/p1003	Tigerstedt	Robert	1853-02-28	Helsinki	1923-12-02	Helsinki
http://ldf.fi/nbf/p5977	Viljakainen	Kalle	1853-03-18	Joroinen	1913-04-17	Helsinki
http://ldf.fi/nbf/p1453	ReijoWaara	Konrad	1853-03-25	Kokkola	1936-12-19	
http://ldf.fi/nbf/p3125	Engström	Otto	1853-03-30	Uusikaarlepyy	1919-05-07	Helsinki
http://ldf.fi/nbf/p3251	Appelgren-Kivalo	Hjalmar	1853-04-05	Hyrynsalmi	1937-07-26	Helsinki
http://ldf.fi/nbf/p2582	Kokovtsov	Vladimir Nikolajevitsh	1853-04-06	Gorna, Jaroslavin kuvernementti	1943-01-29	Pariisi
http://ldf.fi/nbf/p2225	Heinricius	Gustaf	1853-04-10	Viipuri	1915-05-01	Helsinki
http://ldf.fi/nbf/p30549	Hermonen	Heikki	1853-05-03	Nakkila	1933-08-24	Luvia
http://ldf.fi/nbf/p3454	Danielson-Kalmari	Johan Richard	1853-05-07	Hauho	1933-05-23	Helsinki
http://ldf.fi/nbf/p30475	Heino	Juho (Janne) Kustaa	1853-05-11	Uudenkaupungin maaseurakunta	1933-03-23	Sysmä
http://ldf.fi/nbf/p10194	von Frenckell	Waldemar	1853-05-15	Tampere	1936-05-28	Tukholma
http://ldf.fi/nbf/p4440	Lundahl-Sundblad	Fanny	1853-05-16	Helsinki	1918-04-01	Turku
http://ldf.fi/nbf/p20152	Hedlund	Viktor Bernhard	1853-05-27	Helsinki	1922-07-04	Helsinki
http://ldf.fi/nbf/p2631	Hedlund	Victor Bernhard	1853-05-27	Helsinki	1922-10-04	Helsinki
http://ldf.fi/nbf/p788	Hagman	Lucina	1853-06-05	Kälviä	1946-09-06	Helsinki
http://ldf.fi/nbf/p4644	Muukka	Elias	1853-06-10	Lemi	1938-10-02	Helsinki
http://ldf.fi/nbf/p1925	Gustafsson	Fridolf Vladimir	1853-06-19	Pori	1924-03-16	Helsinki
http://ldf.fi/nbf/p3951	Ingman	Eva	1853-06-22	Helsinki	1914-12-18	Dresden
http://ldf.fi/nbf/p2207	Appelberg	Karl	1853-06-25	Kokkola	1921-03-27	Helsinki
http://ldf.fi/nbf/p1865	Vendell	Herman	1853-07-10	Helsinki	1907-08-28	Helsinki
http://ldf.fi/nbf/p3177	Ahlstedt	Nina	1853-07-11	Turku	1907-09-02	Helsinki
http://ldf.fi/nbf/p10197	Löf	Isak	1853-07-11	Uudenkaarlepyyn pitäjä	1911-12-29	Kuopio
http://ldf.fi/nbf/p1184	Avellan	Kaarola	1853-07-12	Uskela	1930-08-10	Helsinki
http://ldf.fi/nbf/p1104	Wiik	Maria	1853-08-03	Helsinki	1928-06-19	Helsinki
http://ldf.fi/nbf/p5937	Vainio	Edvard August	1853-08-05	Pieksämäki	1929-05-14	Turku
http://ldf.fi/nbf/p30555	von Hertzen	Emil	1853-08-17	Savitaipale	1917-02-10	Helsinki
http://ldf.fi/nbf/p1883	Laitinen	Aatu	1853-09-13	Suonenjoki	1923-12-31	Rovaniemi
http://ldf.fi/nbf/p30966	Kaitila	Wilhelm	1853-09-17	Pyhämaa	1903-05-01	Rauma
http://ldf.fi/nbf/p5441	Sjöblom	Frida	1853-09-24	Hamina	1937-06-07	Helsinki
http://ldf.fi/nbf/p1790	Okulov	Sergei	1853-09-25	Suistamo	1940-02-08	Kuopio
http://ldf.fi/nbf/p1196	Hjelt	Alma	1853-09-30	Helsinki	1907-05-15	Tukholma
http://ldf.fi/nbf/p3856	Hjelt	Otto	1853-11-02	Helsinki	1918-01-04	Toulouse
http://ldf.fi/nbf/p2604	Obolenski	Ivan Mihailovitsh	1853-11-14		1910-03-12	Pietari
http://ldf.fi/nbf/p31132	Korsström	Johan Evert	1853-11-21	Nauvo	1895-07-06	Hamina
http://ldf.fi/nbf/p31103	Koivisto	Aukusti	1853-11-21	Kuopio	1923-04-08	Rautalampi
http://ldf.fi/nbf/p30007	Fabritius	Oskar Hjalmar Waldemar	1853-11-26	Ilomantsi	1902-01-19	Maaninka
http://ldf.fi/nbf/p945	Favorin	Ellen	1853-12-31	Kuorevesi	1919-11-27	Lohja
http://ldf.fi/nbf/p10240	Matrosoff	Nikolai	1854-01-01	Jaroslavin kuvernementti, Venäjä	1938-11-04	
http://ldf.fi/nbf/p20281	Roediger	Alexander	1854-01-12	Novgorod, Venäjä	1920-02-08	Sevastopol, Neuvosto-Venäjä
http://ldf.fi/nbf/p20321	Sillman	Teodor	1854-01-17	Helsinki	1926-03-12	Hatsina, Pietarin kuvernementti, Venäjä
http://ldf.fi/nbf/p2612	Roditshev	Feodor Izmailovitsh	1854-02-09	Vesegonskin piirikunta, Tverin provinssi	1933-02-28	Lausanne
http://ldf.fi/nbf/p1442	Malmivaara	Wilhelmi	1854-02-13	Lapua	1922-01-12	Lapua
http://ldf.fi/nbf/p1318	Wilskman	Ivar	1854-02-26	Töysä	1932-04-10	Helsinki
http://ldf.fi/nbf/p6213	Turi	Johan	1854-03-12	Koutokeino	1936-11-30	Jukkasjärvi
http://ldf.fi/nbf/p5727	Topelius	Toini	1854-03-14	Helsinki	1910-10-24	Nordstrand
http://ldf.fi/nbf/p31204	Kuosmanen	Herman Salomon	1854-03-22	Nilsiä	1915-01-21	Puumala
http://ldf.fi/nbf/p6357	Lönnbeck	Fredrik	1854-03-26	Tammisaari	1914-11-05	Tukholma
http://ldf.fi/nbf/p31137	Koski	Karl Axel Adhemar	1854-04-10	Rauma	1907-02-24	Amerikka
http://ldf.fi/nbf/p1500	Hofman	Johan	1854-04-14	Vöyri	1929-03-12	Kokkola
http://ldf.fi/nbf/p6268	Boije af Gennäs	Constantin	1854-04-15	Porvoon maalaiskunta	1934-05-21	Porvoo
http://ldf.fi/nbf/p1166	af Ursin	Nils Robert	1854-04-18	Kuopio	1936-05-08	Hämeenlinna
http://ldf.fi/nbf/p2129	Fabritius	Ludvig	1854-04-25	Viipuri	1933-03-16	Turku
http://ldf.fi/nbf/p5547	Stenbäck	Josef	1854-05-02	Alavus	1929-03-27	Kangasala
http://ldf.fi/nbf/p31004	Karanen	Erik Johan	1854-05-10	Hausjärvi	1925-09-01	Somero
http://ldf.fi/nbf/p1407	Fontell	August	1854-06-11	Kristiinankaupunki	1938-08-16	Helsinki
http://ldf.fi/nbf/p3387	Ivalo	Jenny	1854-06-13	Revonlahti	1921-06-03	Sortavala
http://ldf.fi/nbf/p1952	Mellin	Hjalmar	1854-06-19	Tyrnävä	1933-04-05	Helsinki
http://ldf.fi/nbf/p20206	Lundgrén	Hjalmar Leopold	1854-06-29	Viipuri	1938-05-10	Sofia
http://ldf.fi/nbf/p910	Edelfelt	Albert	1854-07-21	Porvoon pitäjä	1905-08-18	Porvoon maalaiskunta
http://ldf.fi/nbf/p31059	Kerppola	Johan Adolf	1854-08-10	Kangasala	1916-02-23	Kiikkala
http://ldf.fi/nbf/p3352	Berndtson	Gunnar	1854-10-24	Helsinki	1895-04-09	Helsinki
http://ldf.fi/nbf/p30976	Kalinen	Johan Nestor	1854-10-30	Punkalaidun	1908-10-21	Naantali
http://ldf.fi/nbf/p1009	Yrjö-Koskinen	Yrjö Koskinen	1854-11-02	Pietarsaari	1917-01-12	Helsinki
http://ldf.fi/nbf/p897	Donner	Anders	1854-11-05	Kokkola	1938-04-15	Helsinki
http://ldf.fi/nbf/p2796	Finch	Alfred William	1854-11-28	St-Josse-Ten-Noode	1930-04-28	Helsinki
http://ldf.fi/nbf/p30377	Hakkarainen	Aukusti	1854-12-04	Kuopio	1921-07-28	Kuolajärvi
http://ldf.fi/nbf/p463	Hannikainen	Pietari Juhani	1854-12-09	Nurmes	1924-09-13	Helsinki
http://ldf.fi/nbf/p3500	Elfving	Fredrik	1854-12-09	Tammisaari	1942-06-21	Helsinki
http://ldf.fi/nbf/p30135	Fredrikson	Samuel Brynolf	1854-12-10	Pyhämaa	1918-11-04	Jokioinen
http://ldf.fi/nbf/p1825	Bergroth	Elis	1854-12-11	Uusikaupunki	1906-04-07	Helsinki
http://ldf.fi/nbf/p20405	Wilhelms	Alfred Leonhard	1854-12-19	Turku	1916-07-08	Mustameri
http://ldf.fi/nbf/p990	Serlachius	Julian	1854-12-20	Kuopio	1925-04-16	Helsinki
http://ldf.fi/nbf/p5325	Salvesen	James	1855-01-12	Mandal	1926-08-21	Edinburgh, Skotlanti
http://ldf.fi/nbf/p10206	Lindeberg	Anton	1855-01-17	Tampere	1930-09-10	Helsinki
http://ldf.fi/nbf/p30429	Hauvonen	Justinus	1855-02-15	Harjavalta	1920-09-27	Maaria
http://ldf.fi/nbf/p1381	Helsingius	Gustaf Adolf	1855-02-15	Turku	1934-06-07	Lohja
http://ldf.fi/nbf/p10262	Engström	Adolf	1855-02-17	Vöyri	1924-06-19	
http://ldf.fi/nbf/p1807	Hannula	Frans	1855-03-04	Nakkila	1914-04-01	Turku
http://ldf.fi/nbf/p5370	Standertskjöld	Carl August	1855-03-05	Tula	1935-03-07	Helsinki
http://ldf.fi/nbf/p30316	Gummerus	Julius Immanuel	1855-03-13	Ylikannus	1919-02-06	Parikkala
http://ldf.fi/nbf/p1388	Ahlberg	Axel	1855-03-23	Turku	1927-02-04	Hanko
http://ldf.fi/nbf/p30423	Hasselgrén	Erik Gustaf	1855-03-30	Kokkola	1885-10-22	Teerijärvi
http://ldf.fi/nbf/p5892	Wallenius	Otto	1855-04-09	Kemi	1925-06-25	Kemi
http://ldf.fi/nbf/p5608	Suppanen	Aatto	1855-04-15	Ruskeala	1898-02-03	Helsinki
http://ldf.fi/nbf/p5162	Reijonen	Juho	1855-04-27	Nurmes	1924-04-10	Valkjärvi
http://ldf.fi/nbf/p30233	Granqvist	Johan Edvard	1855-05-08	Siikainen	1889-04-11	Kaarina
http://ldf.fi/nbf/p20200	Lode	Torsten Leonard	1855-05-25	Leppävirta	1924-05-16	Helsinki
http://ldf.fi/nbf/p2047	Vilhuinen	Kaisa	1855-05-28	Östmark	1941-01-01	Östmark
http://ldf.fi/nbf/p10274	Jusélius	Fritz Arthur	1855-06-13	Pori	1930-02-08	Pori
http://ldf.fi/nbf/p4017	Jusélius	Fritz Arthur	1855-06-13	Pori	1930-02-08	Pori
http://ldf.fi/nbf/p3854	Hjelt	Edvard	1855-06-28	Vihti	1921-07-02	Mergentheim
http://ldf.fi/nbf/p3258	Forstén	Torsten Karl	1855-07-02	Hamina	1927-07-02	Pyhäjärvi, Uudenmaan lääni
http://ldf.fi/nbf/p1920	Grotenfelt	Gösta	1855-07-03	Joroinen	1922-05-05	Helsinki
http://ldf.fi/nbf/p10178	Schauman	Axel	1855-07-20	Pietarsaari	1903-11-06	Vaasa
http://ldf.fi/nbf/p30300	Gulin	Arthur Lorentz	1855-07-24	Virolahti	1925-01-30	Ristiina
http://ldf.fi/nbf/p10268	Laurell	Tuomas	1855-07-27	Vähäkyrö	1925-12-20	Vaasa
http://ldf.fi/nbf/p5766	Törmänen	Edvard	1855-08-09	Lohja	1880-03-22	Helsinki
http://ldf.fi/nbf/p30537	Heman	Gustaf Adolf	1855-08-18	Vesilahti	1917-04-02	Porvoo
http://ldf.fi/nbf/p10319	Troberg	August	1855-08-25	Lemland	1935-01-18	Maarianhamina
http://ldf.fi/nbf/p2516	Topelius-Andersson	Eva	1855-09-04	Uusikaarlepyy	1929-03-24	Vaxholm
http://ldf.fi/nbf/p20188	Langenskiöld	Nikolai Teodor Albrekt	1855-09-07	Heinola	1907-06-05	Viipuri
http://ldf.fi/nbf/p10210	Ramsay	Wolter	1855-09-08	Dragsfjärd	1926-10-08	Tampere
http://ldf.fi/nbf/p1858	Rosenqvist	Georg Gustaf	1855-09-13	Lapinjärvi	1931-02-12	Lapinjärvi
http://ldf.fi/nbf/p10390	Hiekka	Kustaa	1855-10-12	Laitila	1937-04-01	Tampere
http://ldf.fi/nbf/p2702	Jalava	Alma	1855-11-01	Viipuri	1922-08-08	Helsinki
